Follow_up,Mail,Title,mail,LatN_dec,LongW_dec,Comments,ID,author_key,MosquitoSpecies1,host_richness,sd,n,vertebrate_site_diversity,Landscape,Landscape1,BloodSource1,BloodSource2,BloodSource3,BloodSource4,BloodSource5,BloodSource6,BloodSource7,BloodSource8,BloodSource9,BloodSource10,BloodSource11,BloodSource12,BloodSource13,BloodSource14,BloodSource15,BloodSource16,BloodSource17,BloodSource18,BloodSource19,BloodSource20,BloodSource21,BloodSource22,BloodSource23,BloodSource24,BloodSource25,BloodSource26,BloodSource27,BloodSource28,BloodSource29,BloodSource30,BloodSource31,BloodSource32,BloodSource33,BloodSource34,BloodSource35,BloodSource36,BloodSource37,BloodSource38,BloodSource39,BloodSource40,BloodSource41,BloodSource42,BloodSource43,BloodSource44,BloodSource45,BloodSource46,BloodSource47,BloodSource48,BloodSource49,BloodSource50,BloodSource51,BloodSource52,BloodSource53,BloodSource54,BloodSource55,BloodSource56,Mammalia,Aves,Amphibia,Reptilia,BloodSource_Orden,Location,Database,StudyType,Title2,Year,Author1,Author2,Author3,Author4,Author5,InstAut1,InstAut2,InstAut3,InstAut4,InstAut5,Landscape2
ok,si,Mosquito-host interactions during and after an outbreak of equine viral encephalitis in eastern Panama,millerma@si.edu,"8,361,167","-77,940,667",NA,6,Navia-Gine2013,Psorophora_ferox,2,NA,NA,NA,"deforested with scattered patches of secondary forest intermingled with grassland, shrub vegetation and swampy areas.",wild,Sus_scrofa,Gallus_gallus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,"Artiodactyla, Galliformes ",Panama,Scopus,article,Mosquito-host interactions during and after an outbreak of equine viral encephalitis in eastern Panama,2013,"Navia-Gine W.G., ","Loaiza J.R., ",Miller M.J.,NA,NA,Smithsonian Tropical Research Institute,"Centro de Biodiversidad y Descubrimiento de Drogas, Instituto de Investigaciones Cient ??ficas y Servicios de Alta Tecnolog ??a, Clayton, Panama ?,",Universidad de Panamá,NA,NA,wild
NA,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-215,212","-493,683",NA,10,Mucci2015,Aedes_scapularis,2,NA,NA,NA,forest_secondary_succession,rural,primate,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,"Primates, ? ","Novo Horizonte,Tiete,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
NA,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-215,212","-493,683",NA,10,Mucci2015,Psorophora_albigenu,2,NA,NA,NA,forest_secondary_succession,rural,primate,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,"Primates, ? ","Novo Horizonte,Tiete,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
NA,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-215,212","-493,683",NA,10,Mucci2015,Psorophora_ferox,2,NA,NA,NA,forest_secondary_succession,rural,primate,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,"Primates, ? ","Novo Horizonte,Tiete,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
ok,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-208,644","-509,528",NA,10,Mucci2015,Aedes_scapularis,2,NA,NA,NA,forest_secondary_succession,rural,Bos_taurus,Equus_ferus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,"Artyodactyla, Perissodactyla ","Pereira_Barreto,Tiete,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
ok,no,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",lfmucci@gmail.com,"-208,644","-509,528",NA,10,Mucci2015,Aedes_serratus,2,NA,NA,NA,forest_secondary_succession,rural,Bos_taurus,Equus_ferus_caballus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,"Artyodactyla, Perissodactyla ","Pereira_Barreto,Tiete,Brazil",Scopus,article,"Feeding habits of mosquitoes (Diptera: Culicidae) in an area of sylvatic transmission of yellow fever in the state of São Paulo, Brazil",2015,Mucci L.F.,Júnior R.P.C.,de Paula M.B.,Scandar S.A.S.,"Pacchioni M.L., Fernandes A., Consales C.A.",State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,University_of_Sao_Paulo,State_Health_Secretariat_Sao_Paulo_Brazil,State_Health_Secretariat_Sao_Paulo_Brazil,disturbed
ok,si,"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil",jalencar@ioc.fiocruz.br,"-22,443,778","-42,908,444",NA,11,Alencar2015,Anopheles_aquasalis,2,NA,NA,NA,wild_flooded_area,wild,Gallus_gallus_domesticus,Bufo_bufo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,"Galliformes, Anura ","REGUA,Brazil",Scopus,article,"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil",2015,Alencar J.,Mello C.F.D.,Gil-Santana H.R.,Giupponi A.P.D.L.,"Araújo A.N., Lorosa E.S., Guimarães A.É., Silva J.D.S.",Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro",wild
ok,si,"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil",jalencar@ioc.fiocruz.br,"-22,443,778","-42,908,444",NA,11,Alencar2015,Anopheles_eiseni,2,NA,NA,NA,wild_flooded_area,wild,Gallus_gallus_domesticus,Didelphis_marsupialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,"Galliformes, Didelphimorphia","REGUA,Brazil",Scopus,article,"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil",2015,Alencar J.,Mello C.F.D.,Gil-Santana H.R.,Giupponi A.P.D.L.,"Araújo A.N., Lorosa E.S., Guimarães A.É., Silva J.D.S.",Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro",wild
ok,si,"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil",jalencar@ioc.fiocruz.br,"-22,443,778","-42,908,444",NA,11,Alencar2015,Anopheles_rangeli,2,NA,NA,NA,wild_flooded_area,wild,Gallus_gallus_domesticus,Tropidurus_sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,"Galliformes, Squamata","REGUA,Brazil",Scopus,article,"Feeding Patterns of Mosquitoes (Diptera: Culicidae) in the Atlantic Forest, Rio de Janeiro, Brazil",2015,Alencar J.,Mello C.F.D.,Gil-Santana H.R.,Giupponi A.P.D.L.,"Araújo A.N., Lorosa E.S., Guimarães A.É., Silva J.D.S.",Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,Instituto_Oswaldo_Cruz_FIOCRUZ,"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_Rural_do_Rio_de_Janeiro",wild
ok,si,Blood-feeding ecology of mosquitoes in zoos,htuten@gmail.com,"34,009,656","-81,073,038",zoologicos,16,Tuten2012,Aedes_triseriatus,2,NA,NA,NA,urban,urban,Struthio_camelus,Ursus_arctos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,"Riverbanks_Zoo,South_Carolina,USA",Scopus,article,Blood-feeding ecology of mosquitoes in zoos,2012,Tuten H.C.,Bridges W.C.,Paul K.S.,Adler P.H.,NA,Clemson_University,Clemson_University,Clemson_University,Clemson_University,NA,disturbed
ok,si,Blood-feeding ecology of mosquitoes in zoos,htuten@gmail.com,"34,009,656","-81,073,038",zoologicos,16,Tuten2012,Anopheles_quadrimaculatus,2,NA,NA,NA,urban,urban,Struthio_camelus,Ursus_arctos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,"Riverbanks_Zoo,South_Carolina,USA",Scopus,article,Blood-feeding ecology of mosquitoes in zoos,2012,Tuten H.C.,Bridges W.C.,Paul K.S.,Adler P.H.,NA,Clemson_University,Clemson_University,Clemson_University,Clemson_University,NA,disturbed
ok,si,Blood-feeding ecology of mosquitoes in zoos,htuten@gmail.com,"34,847,718","-82,385,616",zoologicos,16,Tuten2012,Aedes_albopictus,2,NA,NA,NA,urban,urban,Didelphis_virginiana,Homo_sapiens_sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,"Greenville_Zoo,South_Carolina,USA",Scopus,article,Blood-feeding ecology of mosquitoes in zoos,2012,Tuten H.C.,Bridges W.C.,Paul K.S.,Adler P.H.,NA,Clemson_University,Clemson_University,Clemson_University,Clemson_University,NA,disturbed
NA,no,Innate preference or opportunism: Mosquitoes feeding on birds of prey at the Southeastern Raptor Center,nburkett@health.usf.edu,"32,597,058","-85,514,339",centro_rehab_aves_presa,18,Burkett-Cadena2014,Culex_salinarius,2,NA,NA,NA,urban,urban,Buteo_jamaicensis,Bos_taurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,"Southeastern_Raptor_Center,Alabama,USA",Scopus,article,Innate preference or opportunism: Mosquitoes feeding on birds of prey at the Southeastern Raptor Center,2014,Burkett-Cadena N.D.,Bingham A.M.,Porterfield C.,Unnasch T.R.,NA,"Auburn_University,University_of_South_Florida,University_of_Florida",University_of_South_Florida,"Auburn_University,Boise_State_University",University_of_South_Florida,NA,disturbed
ok,si,"Vertebrate Hosts of Aedes aegypti, Aedes albopictus, and Culex quinquefasciatus (Diptera: Culicidae) as Potential Vectors of Zika Virus in Florida",nburkettcadena@ufl.edu,"27,164,273","-80,239,789",NA,19,Stenn2018,Aedes_albopictus,2,NA,NA,NA,urban,urban,Homo_sapiens_sapiens,Anolis_sagrei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,"Martin_County,Florida,USA",Scopus,article,"Vertebrate Hosts of Aedes aegypti, Aedes albopictus, and Culex quinquefasciatus (Diptera: Culicidae) as Potential Vectors of Zika Virus in Florida",2018,Stenn T.,Peck K.J.,Rocha Pereira G.,Burkett-Cadena N.D.,NA,University_of_Florida,Florida_Department_of_Health_Martin-County,Instituto_Oswaldo_Cruz_FIOCRUZ,University_of_Florida,NA,disturbed
ok,si,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,anamarassa@usp.br,"-28,483,333",-55.35,NA,21,Marassa2009,Aedes_crinifer,2,NA,NA,NA,rural,rural,Homo_sapiens_sapiens,monkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,"Santo_Antonio_das_Missoes,Brasil",SciELO,article,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,2009,"Marassa, A.M.","Paula, M.B.",Gomes A.C.,Consales C.A.,NA,Adolfo_Lutz_Institute,Universidade_de_Sao_Paulo,Universidade_de_Sao_Paulo,Pasteur_Institute,NA,disturbed
ok,si,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,anamarassa@usp.br,"-28,483,333",-55.35,NA,21,Marassa2009,Aedes_serratus,2,NA,NA,NA,rural,rural,Homo_sapiens_sapiens,monkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,"Santo_Antonio_das_Missoes,Brasil",SciELO,article,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,2009,"Marassa, A.M.","Paula, M.B.",Gomes A.C.,Consales C.A.,NA,Adolfo_Lutz_Institute,Universidade_de_Sao_Paulo,Universidade_de_Sao_Paulo,Pasteur_Institute,NA,disturbed
ok,si,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,anamarassa@usp.br,"-28,278,664","-55,535,822",NA,21,Marassa2009,Aedes_scapularis,2,NA,NA,NA,rural,rural,Homo_sapiens_sapiens,monkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,"Sao_Jose_Velho,Garruchos,Brasil",SciELO,article,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,2009,"Marassa, A.M.","Paula, M.B.",Gomes A.C.,Consales C.A.,NA,Adolfo_Lutz_Institute,Universidade_de_Sao_Paulo,Universidade_de_Sao_Paulo,Pasteur_Institute,NA,disturbed
ok,si,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,anamarassa@usp.br,"-28,278,664","-55,535,822",NA,21,Marassa2009,Haemagogus_leucocelaenus,2,NA,NA,NA,rural,rural,Homo_sapiens_sapiens,monkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,"Sao_Jose_Velho,Garruchos,Brasil",SciELO,article,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,2009,"Marassa, A.M.","Paula, M.B.",Gomes A.C.,Consales C.A.,NA,Adolfo_Lutz_Institute,Universidade_de_Sao_Paulo,Universidade_de_Sao_Paulo,Pasteur_Institute,NA,disturbed
ok,si,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,anamarassa@usp.br,"-28,278,664","-55,535,822",NA,21,Marassa2009,Sabethes_albiprivus,2,NA,NA,NA,rural,rural,Homo_sapiens_sapiens,monkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,"Sao_Jose_Velho,Garruchos,Brasil",SciELO,article,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,2009,"Marassa, A.M.","Paula, M.B.",Gomes A.C.,Consales C.A.,NA,Adolfo_Lutz_Institute,Universidade_de_Sao_Paulo,Universidade_de_Sao_Paulo,Pasteur_Institute,NA,disturbed
ok,si,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,anamarassa@usp.br,"-28,483,333",-55.35,NA,21,Marassa2009,Psorophora_ferox,2,NA,NA,NA,rural,rural,Homo_sapiens_sapiens,monkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,"Santo_Antonio_das_Missoes,Brasil",SciELO,article,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,2009,"Marassa, A.M.","Paula, M.B.",Gomes A.C.,Consales C.A.,NA,Adolfo_Lutz_Institute,Universidade_de_Sao_Paulo,Universidade_de_Sao_Paulo,Pasteur_Institute,NA,disturbed
ok,si,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,anamarassa@usp.br,"-2,827,749","-55,750,652",NA,21,Marassa2009,Psorophora_ferox,2,NA,NA,NA,rural,rural,Homo_sapiens_sapiens,monkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,"Cachoeirinha_farm,Garruchos,Brasil",SciELO,article,Biotin-avidin sandwich elisa with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification from an epizootic yellow fever area in Brazil,2009,"Marassa, A.M.","Paula, M.B.",Gomes A.C.,Consales C.A.,NA,Adolfo_Lutz_Institute,Universidade_de_Sao_Paulo,Universidade_de_Sao_Paulo,Pasteur_Institute,NA,disturbed
ok,si,Mosquito Abundance is Correlated with Cliff Swallow (Petrochelidon pyrrhonota) Colony Size,charles-brown@utulsa.edu,"41,219,269","-101,749,519",NA,2,Brown2002,Aedes_vexans,1,NA,NA,NA,wild,wild,Petrochelidon_pyrrhonota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,Passeriformes,"Nebraska,USA",WebOfScience,article,Mosquito Abundance is Correlated with Cliff Swallow (Petrochelidon pyrrhonota) Colony Size,2002,"Brown, Charles R.","Sethi, Rajni A.",NA,NA,NA,University_of_Tulsa,Yale_University,NA,NA,NA,wild
ok,si,Mosquito Abundance is Correlated with Cliff Swallow (Petrochelidon pyrrhonota) Colony Size,charles-brown@utulsa.edu,"41,219,269","-101,749,519",NA,2,Brown2002,Culex_tarsalis,1,NA,NA,NA,wild,wild,Petrochelidon_pyrrhonota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,Passeriformes,"Nebraska,USA",WebOfScience,article,Mosquito Abundance is Correlated with Cliff Swallow (Petrochelidon pyrrhonota) Colony Size,2002,"Brown, Charles R.","Sethi, Rajni A.",NA,NA,NA,University_of_Tulsa,Yale_University,NA,NA,NA,wild
ok,no,Blood-meal preferences and avian malaria detection in mosquitoes (Diptera: Culicidae) captured at different land use types within a neotropical montane cloud forest matrix,diego.santiago@inecol.mx,"19,514,444","-96,936,667",NA,3,Abella-Medrano2018,Aedes_quadrivittatus,1,NA,NA,NA,periurban_forest,wild,Homo_sapiens_sapiens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,Primates,"Veracruz,Mexico",Scopus,article,Blood-meal preferences and avian malaria detection in mosquitoes (Diptera: Culicidae) captured at different land use types within a neotropical montane cloud forest matrix,2018,"Abella-Medrano, Carlos Antonio","Ib??ez-Bernal, Sergio","Carb?-Ram?rez, Pilar","Santiago-Alarcon, Diego",NA,"INECOL_Xalapa,","INECOL_Xalapa,","INECOL_Xalapa,","INECOL_Xalapa,",NA,wild
